timestamp,t_rel,pos:left_shoulder_left_top_leg-left_shoulder,pos:left_bottom_leg_left_foot-left_bottom_leg,pos:left_motor_left_shoulder--left_motor,pos:right_motor_right_shoulder-right_motor,pos:left_top_leg_left_bottom_leg-left_top_leg,pos:right_shoulder_right_top_leg-right_shoulder,pos:right_top_leg_right_bottom_leg--right_top_leg,pos:right_bottom_leg_right_foot-right_bottom_leg,vel:left_shoulder_left_top_leg-left_shoulder,vel:left_bottom_leg_left_foot-left_bottom_leg,vel:left_motor_left_shoulder--left_motor,vel:right_motor_right_shoulder-right_motor,vel:left_top_leg_left_bottom_leg-left_top_leg,vel:right_shoulder_right_top_leg-right_shoulder,vel:right_top_leg_right_bottom_leg--right_top_leg,vel:right_bottom_leg_right_foot-right_bottom_leg
2025-11-10T09:08:24,1.077,-0.6599245420962432,-0.5859520358893787,-3.3385059391895596e-05,2.539519143189224e-05,-1.202970130432416,0.6119955762358488,1.2030205239305016,0.5860015583354471,-2.1113426862387755e-05,-4.630702185805892e-05,-7.90656753104784e-06,1.4683832507336216e-05,2.7551253743549075e-05,8.180785677027349e-05,4.5584479219415794e-05,2.9193743538105993e-05
2025-11-10T09:08:24,1.177,-0.6599266528935591,-0.5859566653954315,-3.41755119144708e-05,2.6863195392007326e-05,-1.2029673760187043,0.6120037549083887,1.203025081200954,0.5860044769557121,-2.1069997310304796e-05,-4.621176999732035e-05,-7.890304008982489e-06,1.4653628397518716e-05,2.749458181541933e-05,8.163958098217999e-05,4.549071360207687e-05,2.9133693068535587e-05
2025-11-10T09:08:24,1.277,-0.659928763732248,-0.5859612949922248,-3.496597993033917e-05,2.8331228125786982e-05,-1.2029646215510044,0.6120119337412349,1.2030296385607315,0.5860073956331837,-2.112330431237001e-05,-4.632868557453889e-05,-7.910266443891527e-06,1.4690702013786722e-05,2.7564142988384553e-05,8.184612876781464e-05,4.560580491090663e-05,2.920740118571564e-05
2025-11-10T09:08:24,1.377,-0.659930875779359,-0.5859659272393904,-3.575690047684439e-05,2.9800101285459375e-05,-1.2029618655064147,0.6120201172563355,1.2030341985295263,0.5860103159815527,-2.1122584115961202e-05,-4.6327106004028965e-05,-7.909996744342132e-06,1.4690201136130868e-05,2.7563203191971888e-05,8.184333823407186e-05,4.560424998605194e-05,2.9206405363058063e-05
2025-11-10T09:08:24,1.478,-0.6599329853867227,-0.5859705541355803,-3.6546907385431494e-05,3.12672776650677e-05,-1.2029591126454908,0.6120282913181863,1.2030387532308384,0.5860132329564589,-2.1031938346314047e-05,-4.612829717690659e-05,-7.876051667446408e-06,1.4627159389933412e-05,2.7444918055035188e-05,8.149211452338502e-05,4.540854323401815e-05,2.9081068563291148e-05
2025-11-10T09:08:24,1.577,-0.6599351736422024,-0.5859753535267446,-3.736636648312482e-05,3.278915173872744e-05,-1.2029562571553627,0.6120367701166319,1.2030434777356331,0.5860162586788908,-2.1413320865491843e-05,-4.696476435802473e-05,-8.018871999913583e-06,1.4892400891046842e-05,2.794259030052752e-05,8.296985125995773e-05,4.623195876199934e-05,2.9608409934031414e-05
2025-11-10T09:08:24,1.678,-0.6599372072654759,-0.5859798137708341,-3.812791882840141e-05,3.420348318403522e-05,-1.2029536034473127,0.6120446497641454,1.2030478683851686,0.586019070589846,-2.0987756555306312e-05,-4.6031395466580714e-05,-7.85950644636968e-06,1.4596432117430685e-05,2.7387264518308594e-05,8.132092404536837e-05,4.5313153511021696e-05,2.9019977965057455e-05
2025-11-10T09:08:24,1.778,-0.6599393181472261,-0.5859844434620721,-3.891840296994228e-05,3.5671545865914743e-05,-1.2029508489234213,0.612052828763841,1.203052425837917,0.5860219893268591,-2.1030910056257993e-05,-4.612604188008144e-05,-7.87566659286835e-06,1.462644424134524e-05,2.7443576222840637e-05,8.148813022461666e-05,4.5406323127485996e-05,2.9079646736832647e-05
2025-11-10T09:08:24,1.877,-0.6599414294203922,-0.5859890740117828,-3.970903368910332e-05,3.71398807672138e-05,-1.2029480938887651,0.6120610092801495,1.203056984135743,0.5860249086050867,-2.1112020593445827e-05,-4.630393755833806e-05,-7.906040910624669e-06,1.4682854484185377e-05,2.7549418679413198e-05,8.180240792201294e-05,4.5581443045567365e-05,2.91917990758655e-05
2025-11-10T09:08:25,1.977,-0.6599435399319196,-0.5859937028910295,-4.049937918938442e-05,3.860768596883668e-05,-1.2029453398479835,0.6120691868453486,1.2030615407891696,0.586027826830189,-2.1108254938275746e-05,-4.629567853597688e-05,-7.904630746124809e-06,1.4680235570321413e-05,2.754450481538212e-05,8.178781719923268e-05,4.557331289064687e-05,2.9186592267628897e-05
